,Unnamed: 0,Link_Anobii,Author,Title,ISBN_an,Shelves_An,Num_Rev_An,Num_Voti_An,Stars_An,Num_Pages_An,Pub_Date_An,Lingua_An,Link_Amazon,Link_Amazon2,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az,Lingua_az
381,381,https://www.anobii.com/books/inferno/01fb96cb4ddce73368,Dan Brown,Inferno,522,"[' History ', ' Fiction & Literature ', ' Mystery & Thrillers ']",947,5143,3.54,522,"Publisher
Mondolibri","About this Edition
All Editions",https://affiliates.anobii.com/editions/01fb96cb4ddce73368/amazon-it,https://www.amazon.it/Inferno-Ediz-colori-Dante-Alighieri/dp/8804703016/ref=sr_1_1?keywords=Inferno&qid=1636512221&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804703016%2C8892821369%2C8804671653%2C8869616150%2CB08VX16XB5%2C8808567192%2C880466665X%2C8804709677%2C8804665378%2C8808015378%2C880473227X%2C8804748982%2C882215312X%2C8833373010%2CB08PJD1695%2C8817144983,Inferno. Ediz. a colori,Dante Alighieri,978-8804703013,697,4.6,"['80%', '10%', '3%', '2%', '4%']",413.0,179.0,"
Editore
‏
:
‎

Mondadori; Illustrated edizione (30 ottobre 2018)
","
Lingua
‏
:
‎

Italiano
"
382,382,https://www.anobii.com/books/la-sinfonia-degli-animali/9788817148733/019a575b45d0e47459,Dan Brown,La sinfonia degli animali,9788817148733,[' Children '],1,4,4.12,48,"Publisher
Rizzoli",About this Edition,https://affiliates.anobii.com/editions/019a575b45d0e47459/amazon-it,https://www.amazon.it/sinfonia-degli-animali-Dan-Brown/dp/8817148733/ref=sr_1_1?keywords=La+sinfonia+degli+animali&qid=1636512228&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8817148733%2C8408229605%2C9507324976%2C8809884426%2C0593123840%2C889308113X%2C1474954286%2C8867143336%2CB0962N9LJ7%2C8893482177%2C8884003733%2C8828503106%2C8893196387%2CB09GCJQTPV%2C8869853675%2C8804667257&srpt=ABIS_BOOK,La sinfonia degli animali. Ediz. illustrata,Dan Brown,978-8817148733,48,4.7,"['80%', '15%', '3%', '1%', '1%']",229.0,69.0,"
Editore
‏
:
‎

Rizzoli; Illustrated edizione (1 settembre 2020)
","
Lingua
‏
:
‎

Italiano
"
383,383,https://www.anobii.com/books/la-verita-del-ghiaccio/01be4229350d1847de,Dan Brown,La verità del ghiaccio,A000046662,"[' Science Fiction & Fantasy ', ' Fiction & Literature ', ' Mystery & Thrillers ']",852,11372,3.3,579,"Publisher
La biblioteca di Repubblica","About this Edition
All Editions",https://affiliates.anobii.com/editions/01be4229350d1847de/amazon-it,https://www.amazon.it/verit%C3%A0-del-ghiaccio-Dan-Brown/dp/8804678763/ref=sr_1_1?keywords=La+verit%C3%A0+del+ghiaccio&qid=1636512235&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804678763%2C8804681969%2C8804665378%2CB07VW9SS7S%2C8804667257%2C8822732170%2C8804675055%2CB0881Y131G%2C8806242938%2C8804667249%2CB00G09T47U%2CB00I3MN36K%2CB081547D17%2CB071YTQZR1%2CB087NFM56T%2C8817094951&srpt=ABIS_BOOK,La verità del ghiaccio,Dan Brown,978-8804678762,537,4.4,"['61%', '24%', '11%', '3%', '2%']",242.0,89.0,"
Editore
‏
:
‎

Mondadori (10 febbraio 2017)
","
Lingua
‏
:
‎

Italiano
"
384,384,https://www.anobii.com/books/le-indagini-di-robert-langdon/9788804627937/01bfb4892eadbd7f64,Dan Brown,Le indagini di Robert Langdon,9788804627937,error,2,14,4.5,1,"Publisher
Oscar Mondadori",About this Edition,https://affiliates.anobii.com/editions/01bfb4892eadbd7f64/amazon-it,https://www.amazon.it/indagini-Robert-Langdon-demoni-Vinci/dp/880462793X/ref=sr_1_1?keywords=Le+indagini+di+Robert+Langdon&qid=1636512242&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880462793X%2C8804667222%2CB00BBMX9SQ%2CB08P9KLBF4%2CB00EM5XO7K,Le indagini di Robert Langdon: Angeli e demoni-Il Codice da Vinci-Il simbolo perduto,Dan Brown,978-8804627937,1479,4.7,"['82%', '8%', '10%', '0%', '0%', '0%', '0%', '0%', '0%']",39.0,34.0,"
Editore
‏
:
‎

Mondadori (12 marzo 2013)
","
Lingua
‏
:
‎

Italiano
"
385,385,https://www.anobii.com/books/origin/9788804703389/011c409a37720b642a,Dan Brown,Origin,9788804703389,"[' Fiction & Literature ', ' Computers & Technology ', ' Mystery & Thrillers ']",191,1466,3.47,564,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/011c409a37720b642a/amazon-it,https://www.amazon.it/Origin-Dan-Brown/dp/8804705035/ref=sr_1_1?keywords=Origin&qid=1636512249&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804705035%2CB00TE3RF34%2C0552174165%2CB08Y3XRQGT%2C8858124480%2CB09L3FLX2M%2C8876982094%2C8832964716%2C8828207345%2C883953833X%2C8808220249%2C8839538313%2C8839529039%2C8826822972%2C8829009377%2CB095LH5K44,Origin,Dan Brown,978-8804705031,736,4.3,"['62%', '21%', '10%', '4%', '4%']",1669.0,735.0,"
Editore
‏
:
‎

Mondadori (8 giugno 2018)
","
Lingua
‏
:
‎

Italiano
"
386,386,https://www.anobii.com/books/scheda-doppia-praticamente-innocuo/01fed4d48460f228da,Douglas Adams,! SCHEDA DOPPIA - Praticamente innocuo,A000016270,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",229,2158,3.8,16270,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/01fed4d48460f228da/amazon-it,https://www.amazon.it/Strisce-PAUTIX-prolunga-connettore-alimentatore/dp/B08S32T5J3/ref=sr_1_1?keywords=%21+SCHEDA+DOPPIA+-+Praticamente+innocuo&qid=1636512256&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B08S32T5J3%2CB09CLDMWZP%2CB098JR9CS8%2CB08TWXKWKG%2CB01LXLRUAO%2CB08S2M3K6V%2CB08JCP9N3L%2CB083DMX4Q4%2CB07MNGS8DD%2CB09JWQ8XVZ%2CB09KVCDT22%2CB09KV6XBX5%2CB09KZWLT2G%2CB09KZMHLDY%2CB09KY785S9%2CB09J1DFQZB,"Luce di Strisce LED COB diurna bianca 6500K,PAUTIX 6M Super Bright CRI90+ nastro LED, DC24V per armadio, camera da letto con cavo di prolunga connettore 1 pz (alimentatore non incluso)",error,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,error,error
387,387,https://www.anobii.com/books/addio-e-grazie-per-tutto-il-pesce/019a559e76b25bab5a,Douglas Adams,"Addio, e grazie per tutto il pesce",A000016536,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",256,3108,3.93,142,"Publisher
A. Mondadori (Urania)","About this Edition
All Editions",https://affiliates.anobii.com/editions/019a559e76b25bab5a/amazon-it,https://www.amazon.it/Addio-grazie-tutto-pesce-Douglas/dp/8804734388/ref=sr_1_1?keywords=Addio%2C+e+grazie+per+tutto+il+pesce&qid=1636512263&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804734388%2CB013VM08SM%2C8804666854%2CB08BR3SNKQ&srpt=ABIS_BOOK,"Addio, e grazie per tutto il pesce",Douglas Adams,978-8804734383,208,4.3,"['63%', '18%', '13%', '3%', '3%']",62.0,32.0,"
Editore
‏
:
‎

Mondadori (15 giugno 2021)
","
Lingua
‏
:
‎

Italiano
"
388,388,https://www.anobii.com/books/doctor-who-la-citta-della-morte/9788852068454/01a750cd8a3bb631fc,Douglas Adams,DOCTOR WHO. La città della morte,9788852068454,"[' Science Fiction & Fantasy ', ' Fiction & Literature ', ' Mystery & Thrillers ']",4,38,3.75,276,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/01a750cd8a3bb631fc/amazon-it,https://www.amazon.it/citt%C3%A0-della-morte-Doctor-Who/dp/880465614X/ref=sr_1_1?keywords=DOCTOR+WHO.+La+citt%C3%A0+della+morte&qid=1636512271&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880465614X%2C1785943278%2C1950280438%2C1849906769,La città della morte. Doctor Who,Douglas Adams,978-8804656142,267,4.6,"['83%', '8%', '0%', '0%', '0%', '9%', '0%', '0%', '0%']",18.0,7.0,"
Editore
‏
:
‎

Mondadori (13 ottobre 2015)
","
Lingua
‏
:
‎

Italiano
"
389,389,https://www.anobii.com/books/doctor-who/9788852044496/01649d912d524f95c4,Douglas Adams,Doctor Who,9788852044496,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",27,195,4.23,364,"Publisher
Mondadori (Oscar bestsellers)","About this Edition
All Editions",https://affiliates.anobii.com/editions/01649d912d524f95c4/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A09058792MOXS8IZY4389&url=%2FDoctor-Who-Cyberman-Temporal-Combat%2Fdp%2FB007BS22W8%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DDoctor%2BWho%26qid%3D1636512278%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636512278&id=2162742774269100&widgetName=sp_atf,Doctor Who Cyberman Vs Dalek Temporal Blast Combat Set Amy Pond,error,error,error,3.0,"['0%', '0%', '0%', '0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,error,error
390,390,https://www.anobii.com/books/guida-galattica-per-autostoppisti/9788804707370/01c5933953fdba1605,Douglas Adams,Guida galattica per autostoppisti,9788804707370,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",2034,15163,4.09,1,"Publisher
Mondadori (Oscar draghi)","About this Edition
All Editions",https://affiliates.anobii.com/editions/01c5933953fdba1605/amazon-it,https://www.amazon.it/Guida-galattica-autostoppisti-ciclo-completo/dp/8804666854/ref=sr_1_1?keywords=Guida+galattica+per+autostoppisti&qid=1636512285&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804666854%2C8804734361%2C8804707372%2C8896573505%2CB007BYRYTS%2C8804600098%2C8804730595%2C8804740205%2C8804734388%2C880473437X%2C8804741422%2C1529044197%2C8804665297%2C1646081528%2CB093B4M6YH%2CB09JJ9GRWP&srpt=ABIS_BOOK,Guida galattica per gli autostoppisti. Il ciclo completo,Douglas Adams,978-8804666851,844,4.5,"['71%', '16%', '7%', '3%', '3%']",971.0,365.0,"
Editore
‏
:
‎

Mondadori (24 maggio 2016)
","
Lingua
‏
:
‎

Italiano
"
391,391,https://www.anobii.com/books/guida-galattica-per-autostoppisti-niente-panico/9788852096853/0113089ef214747ee5,Douglas Adams,Guida galattica per autostoppisti - Niente panico,9788852096853,"[' Science Fiction & Fantasy ', ' Humour ']",2,13,4.35,1,"Publisher
A. Mondadori",About this Edition,https://affiliates.anobii.com/editions/0113089ef214747ee5/amazon-it,https://www.amazon.it/galattica-autostoppisti-Trilogia-completa-parti-Niente/dp/8804707372/ref=sr_1_1?keywords=Guida+galattica+per+autostoppisti+-+Niente+panico&qid=1636512292&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804707372%2C8896573505%2C8804666854%2C8804734361%2C8804734388%2CB007BYRY2A&srpt=ABIS_BOOK,Guida galattica per gli autostoppisti. Trilogia più che completa in cinque parti-Niente panico. Ediz. speciale,Douglas Adams,978-8804707370,1100,4.6,"['76%', '17%', '3%', '3%', '2%']",189.0,66.0,"
Editore
‏
:
‎

Mondadori; Special edizione (19 febbraio 2019)
","
Lingua
‏
:
‎

Italiano
"
392,392,https://www.anobii.com/books/guida-galattica-per-gli-autostoppisti/9788804734369/02f5319668ba7bb9cb,Douglas Adams,Guida galattica per gli autostoppisti,9788804734369,error,0,0,0.0,208,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/02f5319668ba7bb9cb/amazon-it,https://www.amazon.it/Guida-galattica-autostoppisti-Douglas-Adams/dp/8804734361/ref=sr_1_1?keywords=Guida+galattica+per+gli+autostoppisti&qid=1636512299&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804734361%2C8804666854%2C8804707372%2CB007BYRY2A%2C8896573505%2CB007BYRYTS%2CB00P4AXEZE%2C8804600098%2C8804472782%2C8804730595%2C8804734388%2C1640015531%2C8804740205%2C8804665297%2C1529044197%2C8804741422&srpt=ABIS_BOOK,Guida galattica per gli autostoppisti,Douglas Adams,978-8804734369,208,4.3,"['60%', '21%', '11%', '5%', '3%']",624.0,284.0,"
Editore
‏
:
‎

Mondadori (15 giugno 2021)
","
Lingua
‏
:
‎

Italiano
"
393,393,https://www.anobii.com/books/guida-galattica-per-gli-autostoppisti-il-ciclo-completo/9788852092794/016900f2af1b633a1a,Douglas Adams,Guida galattica per gli autostoppisti. Il ciclo completo,9788852092794,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",10,3,4.5,844,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/016900f2af1b633a1a/amazon-it,https://www.amazon.it/Guida-galattica-autostoppisti-ciclo-completo/dp/8804666854/ref=sr_1_1?keywords=Guida+galattica+per+gli+autostoppisti.+Il+ciclo+completo&qid=1636512306&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804666854%2C8804472782%2C8804707372%2C8804729198&srpt=ABIS_BOOK,Guida galattica per gli autostoppisti. Il ciclo completo,Douglas Adams,978-8804666851,844,4.5,"['71%', '16%', '7%', '3%', '3%']",971.0,365.0,"
Editore
‏
:
‎

Mondadori (24 maggio 2016)
","
Lingua
‏
:
‎

Italiano
"
394,394,https://www.anobii.com/books/il-pianeta-pirata/9788804673842/011ea9cf1a03f016e1,Douglas Adams,Il pianeta pirata,9788804673842,[' Science Fiction & Fantasy '],2,21,3.95,372,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/011ea9cf1a03f016e1/amazon-it,https://www.amazon.it/pianeta-pirata-Doctor-Who/dp/8804673842/ref=sr_1_1?keywords=Il+pianeta+pirata&qid=1636512313&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804673842%2CB09KF4BW9P%2C8875417385%2C1950280713%2CB0962N9LJ7%2CB095LC49M1%2C8882343197%2CB095L9LNR3%2CB092P62RKY%2C8856672847%2C8897469485%2CB08X7RLTLR%2C1409592510%2CB09JBKMRVC%2C1474975674%2C8858017951&srpt=ABIS_BOOK,Il pianeta pirata. Doctor Who,Douglas Adams,978-8804673842,359,4.7,"['68%', '32%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",14.0,2.0,"
Editore
‏
:
‎

Mondadori (9 maggio 2017)
","
Lingua
‏
:
‎

Italiano
"
395,395,https://www.anobii.com/books/il-salmone-del-dubbio/0129bc7239317e7045,Douglas Adams,Il salmone del dubbio,A000008794,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",58,576,3.78,308,"Publisher
Mondadori (Urania)","About this Edition
All Editions",https://affiliates.anobii.com/editions/0129bc7239317e7045/amazon-it,https://www.amazon.it/salmone-dubbio-Lultimo-autostop-Galassia/dp/8804640057/ref=sr_1_1?keywords=Il+salmone+del+dubbio&qid=1636512320&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804640057%2C8869194507%2C8869193241%2C8804734361%2CB091W9M6BT%2C8804666854%2C880473437X%2C880468433X%2C8806211722%2C8869192342%2C8804600098%2C8869192679%2C8804700270%2CB07DGBXGDZ,Il salmone del dubbio. L'ultimo giro in autostop per la Galassia,Douglas Adams,978-8804640059,393,4.3,"['65%', '20%', '6%', '3%', '6%']",46.0,18.0,"
Editore
‏
:
‎

Mondadori (27 maggio 2014)
","
Lingua
‏
:
‎

Italiano
"
396,396,https://www.anobii.com/books/l-investigatore-olistico-dirk-gently/01f66e4884348878e0,Douglas Adams,L'investigatore olistico Dirk Gently,A000100777,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",143,1091,3.85,242,"Publisher
Feltrinelli","About this Edition
All Editions",https://affiliates.anobii.com/editions/01f66e4884348878e0/amazon-it,https://www.amazon.it/Linvestigatore-olistico-Gently-Douglas-Adams/dp/8807700735/ref=sr_1_1?keywords=L%27investigatore+olistico+Dirk+Gently&qid=1636512326&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8807700735%2C1447221095%2C1447226267&srpt=ABIS_BOOK,L'investigatore olistico Dirk Gently,Douglas Adams,978-8807700736,248,4.4,"['67%', '17%', '11%', '2%', '4%']",109.0,34.0,"
Editore
‏
:
‎

Feltrinelli (29 gennaio 1996)
","
Lingua
‏
:
‎

Italiano
"
397,397,https://www.anobii.com/books/l-ultima-occasione/9788804661412/0142525d161ae3bd9d,Douglas Adams,L'ultima occasione,9788804661412,"[' Travel ', ' Science & Nature ', ' Non-fiction ']",11,34,4.29,226,"Publisher
Mondadori (Strade blu)","About this Edition
All Editions",https://affiliates.anobii.com/editions/0142525d161ae3bd9d/amazon-it,https://www.amazon.it/Lultima-occasione-Leggereditore-S-Stephens-ebook/dp/B0132YRL7K/ref=sr_1_1?keywords=L%27ultima+occasione&qid=1636512334&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B0132YRL7K%2C8850220421%2CB01E4QL9J6%2C8832824302%2CB0742CTSSL%2C8899830177%2CB07ZD87LBR%2CB01JS4YIM4%2C8806153188%2CB01KVSFOZQ%2CB08GG4GGW6%2CB00NFWCQ52%2C8862505019%2C8889969938%2CB08JF2DDYN%2C8899802076,L'ultima occasione (Thoughtless Vol. 3),S. C. Stephens,"
‏
:
‎

Abilit",1389,4.4,"['70%', '17%', '2%', '5%', '6%']",39.0,19.0,"
ASIN
‏
:
‎

B0132YRL7K
","
Editore
‏
:
‎

Leggereditore (20 agosto 2015)
"
398,398,https://www.anobii.com/books/la-lunga-oscura-pausa-caffe-dell-anima/9788852031250/01fd3590df69913ecb,Douglas Adams,La lunga oscura pausa caffè dell'anima,9788852031250,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",110,804,3.66,8852031251,"Publisher
MONDADORI","About this Edition
All Editions",https://affiliates.anobii.com/editions/01fd3590df69913ecb/amazon-it,https://www.amazon.it/lunga-oscura-pausa-caff%C3%A8-dellanima/dp/880468433X/ref=sr_1_1?keywords=La+lunga+oscura+pausa+caff%C3%A8+dell%27anima&qid=1636512341&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880468433X%2C8804666854%2C8804734361%2CB008561TTW%2C8804728663%2C8804707372%2C8804640057%2CB00GOIG5KQ%2CB09L2TYS2T&srpt=ABIS_BOOK,La lunga oscura pausa caffè dell'anima,Douglas Adams,978-8804684336,273,4.2,"['64%', '10%', '15%', '6%', '5%']",53.0,25.0,"
Editore
‏
:
‎

Mondadori (27 settembre 2017)
","
Lingua
‏
:
‎

Italiano
"
399,399,https://www.anobii.com/books/la-vita-l-universo-e-tutto-quanto/9788804734376/02ce8439c303ccb230,Douglas Adams,"La vita, l'Universo e tutto quanto",9788804734376,error,0,0,0.0,240,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/02ce8439c303ccb230/amazon-it,https://www.amazon.it/vita-lUniverso-tutto-quanto/dp/880473437X/ref=sr_1_1?keywords=La+vita%2C+l%27Universo+e+tutto+quanto&qid=1636512348&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880473437X%2CB00IA8SWUE%2C8893917866%2C8804666854%2C8882726312%2C8851802777%2C8817087823%2CB09CRTRCYR%2CB09919C92S%2C8851800413%2CB08QBRJJ7W%2CB095GPCTPW%2CB007BYRXE4%2CB08ZDB8NCT%2CB08VYFJV7H%2CB094MPN68M&srpt=ABIS_BOOK,"La vita, l'Universo e tutto quanto",Douglas Adams,978-8804734376,240,4.4,"['66%', '17%', '10%', '2%', '5%']",81.0,36.0,"
Editore
‏
:
‎

Mondadori (15 giugno 2021)
","
Lingua
‏
:
‎

Italiano
"
400,400,https://www.anobii.com/books/praticamente-innocuo/9788804734390/0218dbea05b227042c,Douglas Adams,Praticamente innocuo,9788804734390,error,0,0,0.0,272,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/0218dbea05b227042c/amazon-it,https://www.amazon.it/Praticamente-innocua-semiserio-nellAquila-post-sisma/dp/8899194017/ref=sr_1_1?keywords=Praticamente+innocuo&qid=1636512355&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8899194017%2C8804734396%2C8804640057%2C8804707372%2C8804666854%2C8804734361%2C880473437X%2C8804730595%2C1648860540%2CB01MRPLX67%2CB093KTKMLZ%2CB093KTJ7NL%2CB08VRXXDP4%2CB09HZQM5Y4%2CB09HGWRD4Q%2CB0986XZ85P&srpt=ABIS_BOOK,Praticamente innocua. Viaggio semiserio nell'Aquila post-sisma,Ford Perfect,978-8899194017,156,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Uao (1 marzo 2015)
","
Lingua
‏
:
‎

Italiano
"
401,401,https://www.anobii.com/books/problema-di-spazio/9788817670128/015f04f28afeac5bc2,Douglas Adams,Problema di spazio,9788817670128,error,4,1,4.0,13,"Publisher
Rizzoli",About this Edition,https://affiliates.anobii.com/editions/015f04f28afeac5bc2/amazon-it,https://www.amazon.it/Dallalto-problemi-sembrano-piccoli-imparate/dp/8804614404/ref=sr_1_1?keywords=Problema+di+spazio&qid=1636512362&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804614404%2C8860080819%2C8822907612%2C8857571459%2C880807658X%2CB09536W966%2C8836200176%2C8872849462%2CB09CRTRCYR%2CB08VBM839M%2CB0915GWP2Y%2C1326200224%2CB094TKTG84%2C8820767457%2C8869927512%2CB0959Z8ZJF&srpt=ABIS_BOOK,Dall'alto i problemi sembrano più piccoli. Lezioni di vita imparate dallo Spazio,Paolo Nespoli,978-8804614401,188,4.6,"['74%', '17%', '7%', '2%', '0%', '0%', '0%']",76.0,35.0,"
Editore
‏
:
‎

Mondadori (17 luglio 2012)
","
Lingua
‏
:
‎

Italiano
"
402,402,https://www.anobii.com/books/ristorante-al-termine-dell-universo/9788804730590/027297761be5c25696,Douglas Adams,Ristorante al termine dell'Universo,9788804730590,error,0,0,0.0,224,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/027297761be5c25696/amazon-it,https://www.amazon.it/Ristorante-termine-dellUniverso-Douglas-Adams/dp/8804730595/ref=sr_1_1?keywords=Ristorante+al+termine+dell%27Universo&qid=1636512369&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804730595%2C8804666854%2C8804707372%2C8804689900%2CB007BYRY2A%2CB007BYRYTS%2C8804641754&srpt=ABIS_BOOK,Ristorante al termine dell'Universo,Douglas Adams,978-8804730590,224,4.5,"['70%', '19%', '7%', '2%', '2%']",125.0,71.0,"
Editore
‏
:
‎

Mondadori (15 giugno 2021)
","
Lingua
‏
:
‎

Italiano
"
403,403,https://www.anobii.com/books/ristorante-al-termine-dell-universo/9788804379348/01627cb4cd300a806b,Douglas Adams,Ristorante al termine dell'universo,9788804379348,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",480,5425,4.02,190,"Publisher
Mondadori (I libri di Urania)","About this Edition
All Editions",https://affiliates.anobii.com/editions/01627cb4cd300a806b/amazon-it,https://www.amazon.it/Ristorante-termine-dellUniverso-Douglas-Adams/dp/8804730595/ref=sr_1_1?keywords=Ristorante+al+termine+dell%27universo&qid=1636512377&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804730595%2C8804666854%2C8804707372%2C8804689900%2CB007BYRY2A%2CB007BYRYTS%2C8804641754&srpt=ABIS_BOOK,Ristorante al termine dell'Universo,Douglas Adams,978-8804730590,224,4.5,"['70%', '19%', '7%', '2%', '2%']",125.0,71.0,"
Editore
‏
:
‎

Mondadori (15 giugno 2021)
","
Lingua
‏
:
‎

Italiano
"
404,404,https://www.anobii.com/books/scheda-doppia/0159eca328dcdb06b2,George Orwell,!! SCHEDA DOPPIA !!,A000023960,[' Fiction & Literature '],3289,35094,4.5,305,"Publisher
Mondadori (Oscar Classici Moderni, 19)","About this Edition
All Editions",https://affiliates.anobii.com/editions/0159eca328dcdb06b2/amazon-it,https://www.amazon.it/Doppie-Attivit%C3%A0-difficolt%C3%A0-ortografiche-bambini/dp/8859002737/ref=sr_1_1?keywords=%21%21+SCHEDA+DOPPIA+%21%21&qid=1636512384&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8859002737%2C8859009901%2CB0915N24YK%2C8859010381%2CB08XZCNP2L%2CB08FBG4QD7%2C8859006953%2C8859011248%2C8859010500%2C8891423890%2C8859010403%2CB09KDSWZH7%2CB091VXXXZP%2C8876273085%2C885900988X%2C8899721092,Doppie in gioco. Attività sulle difficoltà ortografiche per bambini dagli 8 agli 11 anni,Marta Zanzottera,978-8859002734,64,4.5,"['70%', '17%', '11%', '2%', '0%', '0%', '0%']",68.0,23.0,"
Editore
‏
:
‎

Erickson (16 aprile 2013)
","
Lingua
‏
:
‎

Italiano
"
405,405,https://www.anobii.com/books/scheda-doppia/01cfb0638701d8bfdb,George Orwell,!!! SCHEDA DOPPIA,A000043976,"[' Family, Sex & Relationships ', ' Fiction & Literature ', ' Philosophy ']",87,657,3.94,318,"Publisher
Arnoldo Mondadori Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/01cfb0638701d8bfdb/amazon-it,https://www.amazon.it/Doppie-Attivit%C3%A0-difficolt%C3%A0-ortografiche-bambini/dp/8859002737/ref=sr_1_1?keywords=%21%21%21+SCHEDA+DOPPIA&qid=1636512391&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8859002737%2C8859009901%2CB0915N24YK%2C8859010381%2CB08XZCNP2L%2CB08FBG4QD7%2C8859006953%2C8859011248%2C8859010500%2C8891423890%2C8859010403%2CB09KDSWZH7%2CB091VXXXZP%2C8876273085%2C885900988X%2C8899721092,Doppie in gioco. Attività sulle difficoltà ortografiche per bambini dagli 8 agli 11 anni,Marta Zanzottera,978-8859002734,64,4.5,"['70%', '17%', '11%', '2%', '0%', '0%', '0%']",68.0,23.0,"
Editore
‏
:
‎

Erickson (16 aprile 2013)
","
Lingua
‏
:
‎

Italiano
"
