,Unnamed: 0,index,Genere,Title,ISBN,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category,Shelves_Media,Shelves_Tags
191,191,357,Children_Lit,키드 스파이 1 사라진 보물,9791165790691,맥 바넷,"12,150원",164,2020,52,38,"['81%', '12%', '6%', '2%', '0%']","['81%', '12%', '6%', '2%', '0%']",9.4,9.4,http://www.yes24.com/Product/Goods/90600115,90,12.15,2020.06.15,10.0,27,http://book.naver.com/bookdb/book_detail.naver?bid=16390641,117,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",error
192,192,369,Children_Lit,어린이를 위한 하버드 상위 1퍼센트의 비밀,9788947545952,전지은,"11,700원",180,2020,39,14,"['87%', '10%', '3%', '0%', '0%']","['87%', '10%', '3%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/90889308,53,11.7,2020.06.30,9.78,42,http://book.naver.com/bookdb/book_detail.naver?bid=16391706,95,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 자기계발/생활 > 1-2학년 자기계발', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 자기계발/생활 > 3-4학년 자기계발', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 자기계발/생활 > 5-6학년 자기계발', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 자기계발/생활 > 자기계발']",error,"그 분류
#긍정심리 #초등공부"
193,193,371,Children_Lit,"이사도라 문, 캠핑을 떠나다",9788950977924,해리엇 먼캐스터,"10,800원",124,2019,37,19,"['89%', '11%', '0%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/68717030,56,10.8,2019.01.16,9.87,26,http://book.naver.com/bookdb/book_detail.naver?bid=14442784,82,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#사회적약자"
194,194,373,Children_Lit,밤티마을 큰돌이네 집,9788957980019,이금이,"11,210원",144,2004,18,18,"['72%', '17%', '11%', '0%', '0%']","['78%', '17%', '6%', '0%', '0%']",9.3,9.6,http://www.yes24.com/Product/Goods/425142,36,10.62,2004.01.20,8.96,46,http://book.naver.com/bookdb/book_detail.naver?bid=167611,82,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,error
195,195,374,Children_Lit,간니닌니 마법의 도서관 1,9788950985875,지유리,"11,700원",160,2020,51,12,"['92%', '8%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/88243620,63,11.7,2020.02.12,10.0,48,http://book.naver.com/bookdb/book_detail.naver?bid=16261452,111,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,error
196,196,375,Children_Lit,코딩과학동화 팜 1,9791160509441,홍지연,"10,800원",200,2019,102,31,"['92%', '8%', '0%', '0%', '0%']","['89%', '11%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/80487115,133,10.8,2019.10.18,9.69,49,http://book.naver.com/bookdb/book_detail.naver?bid=15622196,182,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 학습 > 3-4학년 컴퓨터', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 컴퓨터', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 초등학습 > 컴퓨터/IT/코딩', '  국내도서 > IT 모바일 > 컴퓨터 입문/활용 > 어린이 컴퓨터']",error,error
197,197,381,Children_Lit,비밀요원 레너드 2,9788950983697,박설연,"10,800원",96,2020,74,20,"['88%', '8%', '3%', '1%', '0%']","['92%', '3%', '4%', '1%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/86144070,94,10.8,2019.10.25,9.87,46,http://book.naver.com/bookdb/book_detail.naver?bid=16121184,140,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 추리/탐정/공포', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,error
198,198,383,Children_Lit,그리스 로마 신화 13,9788950971489,박시연,"10,800원",196,2019,55,55,"['93%', '5%', '2%', '0%', '0%']","['93%', '5%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/80451255,110,10.8,2019.10.16,10.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=15619958,145,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",error,error
199,199,385,Children_Lit,잃어버린 영혼,9791160944020,올가 토카르추크,"16,200원",412,2018,28,19,"['71%', '29%', '0%', '0%', '0%']","['71%', '25%', '4%', '0%', '0%']",9.4,8.8,http://www.yes24.com/Product/Goods/65545814,47,16.2,2018.10.24,8.0,46,http://book.naver.com/bookdb/book_detail.naver?bid=14037521,93,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책', '  국내도서 > 유아 > 100세 그림책 > 다른나라 그림책']","상내역 및 미디어 추천 분류
  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 볼로냐 라가치 상
  국내도서 > 해외문학상 수상작 > 노벨문학상 수상작가
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
200,200,391,Romance,너의 췌장을 먹고 싶어 (일반판),9791157107223,스미노 요루,"12,420원",328,2017,97,245,"['52%', '40%', '7%', '1%', '0%']","['57%', '35%', '7%', '1%', '0%']",8.9,9.6,http://www.yes24.com/Product/Goods/37922672,342,12.42,2017.04.01,8.17,251,http://book.naver.com/bookdb/book_detail.naver?bid=11823575,593,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",error,"그 분류
#봄날엔로맨스"
201,201,392,Romance,재혼황후 4 (일반판),9791164792092,알파타르트,"12,600원",512,2020,23,64,"['74%', '17%', '9%', '0%', '0%']","['65%', '22%', '13%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/92803473,87,12.6,2020.09.25,0.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=16711843,92,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 웹소설']",error,"그 분류
#웹소설"
202,202,393,Romance,"영원의 사자들 1,2 세트",9788963718170,정은궐,"27,000원",968,2020,32,73,"['38%', '22%', '19%', '0%', '22%']","['31%', '31%', '19%', '0%', '19%']",7.1,7.6,http://www.yes24.com/Product/Goods/92322783,105,27.0,2020.09.22,8.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=16656908,126,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",error,"그 분류
#인기로맨스판타지 #판타지"
203,203,394,Romance,재혼황후 3 (일반판),9791164791156,알파타르트,"12,600원",524,2020,31,80,"['58%', '32%', '10%', '0%', '0%']","['55%', '29%', '16%', '0%', '0%']",8.9,9.2,http://www.yes24.com/Product/Goods/89989307,111,12.6,2020.04.28,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=16330680,114,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 웹소설']",error,error
204,204,395,Romance,재혼황후 1 (일반판),9791164790289,알파타르트,"12,600원",500,2019,94,135,"['83%', '15%', '2%', '0%', '0%']","['74%', '22%', '2%', '0%', '1%']",9.5,9.6,http://www.yes24.com/Product/Goods/78492326,229,12.6,2019.10.18,9.17,33,http://book.naver.com/bookdb/book_detail.naver?bid=15405177,262,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 웹소설']",error,"그 분류
#봄날엔로맨스 #웹소설"
205,205,396,Romance,옷소매 붉은 끝동 1,9791104911514,강미강,"10,800원",480,2017,11,22,"['73%', '27%', '0%', '0%', '0%']","['73%', '27%', '0%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/38001978,33,10.8,2017.04.06,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=11824614,35,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",error,"그 분류
#드라마원작 #영화드라마원작"
206,206,397,Romance,너는 달밤에 빛나고,9791127844745,사노 테츠야,"10,800원",308,2018,42,124,"['57%', '33%', '7%', '2%', '0%']","['74%', '21%', '5%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/59520991,166,10.8,2018.03.30,7.5,27,http://book.naver.com/bookdb/book_detail.naver?bid=13465061,193,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
207,207,398,Romance,재혼황후 2 (일반판),9791164790524,알파타르트,"12,600원",500,2019,59,97,"['83%', '15%', '2%', '0%', '0%']","['78%', '19%', '3%', '0%', '0%']",9.5,9.4,http://www.yes24.com/Product/Goods/84801877,156,12.6,2019.12.30,9.67,24,http://book.naver.com/bookdb/book_detail.naver?bid=15912079,180,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 웹소설']",error,"그 분류
#웹소설"
208,208,399,Romance,옷소매 붉은 끝동 2,9791104911521,강미강,"9,900원",448,2017,8,32,"['62%', '25%', '12%', '0%', '0%']","['62%', '25%', '12%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/38002046,40,9.9,2017.04.06,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=11824615,40,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",error,"그 분류
#드라마원작 #영화드라마원작"
209,209,400,Romance,"나는 내일, 어제의 너와 만난다",9791131939901,error,"8,910원",272,2016,35,297,"['54%', '31%', '11%', '0%', '3%']","['49%', '34%', '6%', '9%', '3%']",8.5,9.8,http://www.yes24.com/Product/Goods/24462351,332,8.9,2016.06.10,7.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=10245723,367,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",error,"그 분류
#영화드라마원작"
210,210,401,Romance,상견니,9791189604110,error,"14,220원",432,2020,74,69,"['86%', '8%', '3%', '1%', '1%']","['57%', '22%', '12%', '1%', '8%']",9.0,9.2,http://www.yes24.com/Product/Goods/90986655,143,14.22,2020.07.03,7.0,19,http://book.naver.com/bookdb/book_detail.naver?bid=16397111,162,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",error,"그 분류
#대만청춘로맨스 #최애드라마소장 #청춘들에게 #로맨스릴러 #상견니과몰입덕후들 #회귀/타임슬립 #영화드라마원작"
211,211,402,Romance,시간의 계단 1,9791130620862,주영하,"12,420원",252,2019,10,18,"['70%', '20%', '10%', '0%', '0%']","['70%', '20%', '10%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/69734145,28,12.42,2019.02.20,0.0,8,http://book.naver.com/bookdb/book_detail.naver?bid=14564689,36,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
212,212,403,Romance,시간의 계단 2,9791130620879,주영하,"12,420원",280,2019,9,17,"['56%', '33%', '11%', '0%', '0%']","['56%', '33%', '11%', '0%', '0%']",8.8,9.2,http://www.yes24.com/Product/Goods/69734156,26,12.42,2019.02.20,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=14564692,29,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
213,213,404,Romance,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다",9788959528158,사쿠라이 미나,"11,520원",296,2019,17,15,"['65%', '24%', '12%', '0%', '0%']","['59%', '29%', '12%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/78217545,32,11.52,2019.08.27,0.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=15370141,42,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 라이트 노벨', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설', '  국내도서 > 만화/라이트노벨 > 라이트노벨 > 로맨스/학원물', '  국내도서 > 만화/라이트노벨 > 라이트노벨']",error,error
214,214,405,Romance,악역의 엔딩은 죽음뿐 1,9791126452217,권겨을,"11,700원",468,2020,6,15,"['50%', '50%', '0%', '0%', '0%']","['67%', '17%', '17%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/92357436,21,11.7,2020.09.18,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16658385,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
215,215,406,Romance,악역의 엔딩은 죽음뿐 2,9791126452224,권겨을,"11,700원",500,2020,5,18,"['60%', '40%', '0%', '0%', '0%']","['60%', '20%', '20%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/92357449,23,11.7,2020.09.18,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16658387,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
216,216,407,Romance,일주일 만에 사랑할 순 없다,9791190594035,김동식,"11,700원",392,2020,15,13,"['73%', '13%', '13%', '0%', '0%']","['67%', '20%', '13%', '0%', '0%']",9.1,9.0,http://www.yes24.com/Product/Goods/89514299,28,11.7,2020.04.20,10.0,20,http://book.naver.com/bookdb/book_detail.naver?bid=16293677,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",error
217,217,412,Romance,악역의 엔딩은 죽음뿐 5 외전,9791126452255,권겨을,"11,700원",416,2020,4,15,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.4,http://www.yes24.com/Product/Goods/92357545,19,11.7,2020.09.18,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=16658391,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
218,218,413,Romance,어느 날 공주가 되어버렸다 3,9791129307132,플루토스,"10,800원",488,2017,9,31,"['44%', '22%', '22%', '11%', '0%']","['44%', '11%', '33%', '11%', '0%']",7.9,8.8,http://www.yes24.com/Product/Goods/57469983,40,10.8,2018.03.28,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=12846608,41,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
219,219,414,Romance,어느 날 공주가 되어버렸다 1,9791129307118,플루토스,"10,800원",488,2017,8,40,"['25%', '38%', '25%', '12%', '0%']","['25%', '25%', '38%', '12%', '0%']",7.4,9.0,http://www.yes24.com/Product/Goods/57469958,48,10.8,2017.12.27,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=12846606,49,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
220,220,415,Romance,어느 날 공주가 되어버렸다 2,9791129307125,플루토스,"10,800원",488,2017,8,29,"['38%', '25%', '38%', '0%', '0%']","['38%', '12%', '38%', '12%', '0%']",7.8,9.0,http://www.yes24.com/Product/Goods/57469969,37,10.8,2017.12.27,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=12846607,37,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
221,221,416,Romance,여주인공의 오빠를 지키는 방법 1,9791165094133,킨,"11,700원",472,2020,6,13,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/91766706,19,11.7,2020.09.09,0.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=16563891,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
222,222,418,Romance,희란국 연가,9791131594100,김수지,"12,600원",576,2019,118,240,"['68%', '26%', '6%', '0%', '0%']","['65%', '26%', '7%', '2%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/68851756,358,12.6,2020.09.21,8.5,9,http://book.naver.com/bookdb/book_detail.naver?bid=14465263,367,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,"그 분류
#인기로맨스판타지"
223,223,419,Romance,너와 만날 수 있었던 4%의 기적,9788959527939,히로세 미이,"11,520원",320,2019,13,4,"['46%', '38%', '15%', '0%', '0%']","['54%', '38%', '8%', '0%', '0%']",8.8,9.0,http://www.yes24.com/Product/Goods/73440996,17,11.52,2019.05.22,7.0,9,http://book.naver.com/bookdb/book_detail.naver?bid=14959860,26,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",error,error
224,224,421,Romance,악당의 아빠를 꼬셔라 2,9791165090227,달슬,"11,700원",472,2020,9,21,"['44%', '44%', '11%', '0%', '0%']","['44%', '44%', '11%', '0%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/86588028,30,11.7,2020.02.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16215253,30,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
