,index,Unnamed: 0,Genere,Title,Author,ISBN,Num_Pages_AZ,Pub_Date_AZ,Lingua_AZ,Avg_Rat_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,Link_AZ,Num_Pag_AN,N_Votes_AN,N_Reviews_AN,Avg_Rat_AN,Pub_Date_AN,Genere_Suggerito_AN,Lingua_AN,Link_AN
248,254,254,Fantasy,Il Battesimo del Fuoco: Vol. 5,Andrzej Sapkowski (Autore),978-8842932765,464,"
Editore
‏
:
‎

NORD (5 marzo 2020)
","
Lingua
‏
:
‎

Italiano
",4.7,"['79%', '14%', '6%', '1%', '1%']",678.0,136.0,https://www.amazon.it/Battesimo-del-Fuoco-5/dp/8842932760/ref=sr_1_44?dchild=1&m=A1IZZI10GE0KEI&qid=1633023765&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-44,error,19,1,3.92,error,error,error,https://www.anobii.com/search/978-8842932765/books
249,255,255,Fantasy,Il Silmarillion,"John R. R. Tolkien (Autore),",978-8845272400,682,"
Editore
‏
:
‎

Bompiani (23 gennaio 2013)
","
Lingua
‏
:
‎

Italiano
",4.6,"['76%', '13%', '6%', '3%', '2%']",980.0,418.0,https://www.amazon.it/Silmarillion-John-R-Tolkien/dp/8845272400/ref=sr_1_13?dchild=1&m=A1IZZI10GE0KEI&qid=1633023763&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-13&sres=8804735147%2C8832750902%2C1408855658%2C8804668083%2C8817068691%2C8831982133%2C0340960191%2C8804709464%2C8804728175%2C8845268349%2C8804702737%2C8804728744%2C8845272400%2C8804717998%2C8842932418%2C8804713267,error,7693,669,4.11,error,error,error,https://www.anobii.com/search/978-8845272400/books
250,256,256,Fantasy,Il Tempo della Guerra: Vol. 4,Andrzej Sapkowski (Autore),978-8842932758,432,"
Editore
‏
:
‎

NORD (5 marzo 2020)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '14%', '5%', '1%', '1%']",743.0,155.0,https://www.amazon.it/Tempo-della-Guerra-4/dp/8842932752/ref=sr_1_24?dchild=1&m=A1IZZI10GE0KEI&qid=1633023764&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-24,error,28,1,3.86,error,error,error,https://www.anobii.com/search/978-8842932758/books
251,257,257,Fantasy,Il bacio delle tenebre. A discovery of witches (Vol. 3),"Deborah Harkness (Autore),",978-8855446358,704,"
Editore
‏
:
‎

Piemme (21 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '19%', '7%', '2%', '2%']",431.0,72.0,https://www.amazon.it/bacio-delle-tenebre-discovery-witches/dp/8855446355/ref=sr_1_236?dchild=1&m=A1IZZI10GE0KEI&qid=1633023781&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-236,error,1,2,4.0,error,error,error,https://www.anobii.com/search/978-8855446358/books
252,258,258,Fantasy,Il buio profondo. La leggenda di Drizzt (Vol. 1),"R. A. Salvatore (Autore),",978-8834432211,306,"
Editore
‏
:
‎

Armenia; Revised edizione (30 maggio 2018)
","
Lingua
‏
:
‎

Italiano
",4.6,"['75%', '17%', '4%', '3%', '2%']",97.0,24.0,https://www.amazon.it/buio-profondo-leggenda-Drizzt/dp/8834432215/ref=sr_1_372?dchild=1&m=A1IZZI10GE0KEI&qid=1633023792&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-372,error,18,4,3.81,error,error,error,https://www.anobii.com/search/978-8834432211/books
253,259,259,Fantasy,"Il cacciatore di Draghi, ovvero Giles l'Agricoltore di Ham","John R. R. Tolkien (Autore),",978-8845299698,160,"
Editore
‏
:
‎

Bompiani (2 gennaio 2019)
","
Lingua
‏
:
‎

Italiano
",4.2,"['58%', '21%', '13%', '4%', '5%']",244.0,54.0,https://www.amazon.it/cacciatore-Draghi-ovvero-Giles-lAgricoltore/dp/8845299694/ref=sr_1_176?dchild=1&m=A1IZZI10GE0KEI&qid=1633023775&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-176,error,4,1,4.25,error,error,error,https://www.anobii.com/search/978-8845299698/books
254,260,260,Fantasy,Il canto del ribelle,"Joanne Harris (Autore),",978-8811688037,319,"
Editore
‏
:
‎

Garzanti (8 ottobre 2015)
","
Lingua
‏
:
‎

Italiano
",4.5,"['70%', '17%', '9%', '1%', '3%']",73.0,39.0,https://www.amazon.it/canto-del-ribelle-Joanne-Harris/dp/8811688035/ref=sr_1_215?dchild=1&m=A1IZZI10GE0KEI&qid=1633023778&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-215,error,165,36,3.48,error,error,error,https://www.anobii.com/search/978-8811688037/books
255,261,261,Fantasy,Il castello errante di Howl. La trilogia: Il castello in aria-La casa per Ognidove,"Diana Wynne Jones (Autore),",978-8898002894,647,"
Editore
‏
:
‎

Kappalab (1 giugno 2017)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '16%', '4%', '1%', '1%']",301.0,122.0,https://www.amazon.it/castello-errante-Howl-trilogia-aria/dp/8898002890/ref=sr_1_34?dchild=1&m=A1IZZI10GE0KEI&qid=1633023765&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-34,error,16,2,4.06,error,error,error,https://www.anobii.com/search/978-8898002894/books
256,262,262,Fantasy,Il castello in aria,"Diana Wynne Jones (Autore),",978-8898002511,202,"
Editore
‏
:
‎

Kappalab (14 novembre 2013)
","
Lingua
‏
:
‎

Italiano
",4.4,"['66%', '18%', '11%', '4%', '2%']",69.0,30.0,https://www.amazon.it/castello-aria-Diana-Wynne-Jones/dp/8898002513/ref=sr_1_264?dchild=1&m=A1IZZI10GE0KEI&qid=1633023783&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-264,error,828,114,3.73,error,error,error,https://www.anobii.com/search/978-8898002511/books
257,263,263,Fantasy,Il circo della notte,"Erin Morgenstern (Autore),",979-1259670403,450,"
ASIN
‏
:
‎

B08XZNBJW8
","
Editore
‏
:
‎

Fazi (15 luglio 2021)
",4.2,"['58%', '17%', '16%', '6%', '2%']",70.0,16.0,https://www.amazon.it/circo-della-notte-Erin-Morgenstern/dp/B08XZNBJW8/ref=sr_1_36?dchild=1&m=A1IZZI10GE0KEI&qid=1633023765&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-36,error,992,212,3.84,error,error,error,https://www.anobii.com/search/979-1259670403/books
258,264,264,Fantasy,Il codice. Shadowhunters,"Cassandra Clare (Autore),",978-8804662426,299,"
Editore
‏
:
‎

Mondadori (4 ottobre 2016)
","
Lingua
‏
:
‎

Italiano
",4.5,"['78%', '8%', '6%', '4%', '4%']",146.0,60.0,https://www.amazon.it/codice-Shadowhunters-Cassandra-Clare/dp/8804662425/ref=sr_1_207?dchild=1&m=A1IZZI10GE0KEI&qid=1633023777&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-207,299,228,25,3.59,"Editore
A. Mondadori (Oscar Fantastica)","[' Fantascienza & Fantasy ', ' Adolescenti ', ' Manuale ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8804662426/books
259,265,265,Fantasy,Il colore della magia,"Terry Pratchett (Autore),",978-8869187889,176,"
Editore
‏
:
‎

Salani (30 giugno 2016)
","
Lingua
‏
:
‎

Italiano
",4.3,"['63%', '15%', '16%', '3%', '4%']",100.0,44.0,https://www.amazon.it/colore-della-magia-Terry-Pratchett/dp/8869187888/ref=sr_1_341?dchild=1&m=A1IZZI10GE0KEI&qid=1633023790&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-341,error,2653,337,3.87,error,error,error,https://www.anobii.com/search/978-8869187889/books
260,266,266,Fantasy,Il danzatore dell'acqua,"Ta-Nehisi Coates (Autore),",978-8806245344,400,"
Editore
‏
:
‎

Einaudi (22 settembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.0,"['41%', '32%', '14%', '9%', '4%']",61.0,6.0,https://www.amazon.it/Linverno-della-strega-notte-dellinverno/dp/8834740289/ref=sr_1_410?dchild=1&m=A1IZZI10GE0KEI&qid=1634713629&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-410,error,43,4,3.79,error, Science Fiction & Fantasy ,error,https://www.anobii.com/search/978-8806245344/books
261,267,267,Fantasy,Il falco e il leone. Hyperversum (Vol. 2),Cecilia Randall (Autore),978-8809818798,688,"
Editore
‏
:
‎

Giunti Editore (8 giugno 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['75%', '15%', '5%', '3%', '2%']",145.0,55.0,https://www.amazon.it/falco-leone-Hyperversum-2/dp/8809818792/ref=sr_1_267?dchild=1&m=A1IZZI10GE0KEI&qid=1633023783&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-267,error,1346,193,4.11,error,error,error,https://www.anobii.com/search/978-8809818798/books
262,269,269,Fantasy,Il fuoco di Acrab. La saga del Dominio (Vol. 2),Licia Troisi (Autore),978-8804678908,330,"
Editore
‏
:
‎

Mondadori (24 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
",4.6,"['78%', '11%', '5%', '3%', '3%']",97.0,28.0,https://www.amazon.it/fuoco-Acrab-saga-del-Dominio/dp/8804678909/ref=sr_1_389?dchild=1&m=A1IZZI10GE0KEI&qid=1633023794&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-389,error,41,3,3.72,error,error,error,https://www.anobii.com/search/978-8804678908/books
263,270,270,Fantasy,Il fuoco di sangue. Gli oscuri segreti di Shannara (Vol. 2),"Terry Brooks (Autore),",978-8804656982,327,"
Editore
‏
:
‎

Mondadori (29 settembre 2015)
","
Lingua
‏
:
‎

Italiano
",4.4,"['64%', '21%', '10%', '3%', '2%']",85.0,41.0,https://www.amazon.it/fuoco-sangue-oscuri-segreti-Shannara/dp/8804656980/ref=sr_1_377?dchild=1&m=A1IZZI10GE0KEI&qid=1633023792&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-377,error,93,15,3.62,error,error,error,https://www.anobii.com/search/978-8804656982/books
264,271,271,Fantasy,Il guardiano degli innocenti. The Witcher (Vol. 1),"Andrzej Sapkowski (Autore),",978-8842932413,372,"
Editore
‏
:
‎

Nord (24 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['72%', '17%', '7%', '2%', '2%']",1690.0,487.0,https://www.amazon.it/guardiano-degli-innocenti-witcher/dp/8842932418/ref=sr_1_15?dchild=1&m=A1IZZI10GE0KEI&qid=1633023763&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-15&sres=8804735147%2C8832750902%2C1408855658%2C8804668083%2C8817068691%2C8831982133%2C0340960191%2C8804709464%2C8804728175%2C8845268349%2C8804702737%2C8804728744%2C8845272400%2C8804717998%2C8842932418%2C8804713267,error,1353,228,3.78,error,error,error,https://www.anobii.com/search/978-8842932413/books
265,272,272,Fantasy,Il guardiano di YS,Sara Simoni (Autore),978-8832198409,332,"
Editore
‏
:
‎

Acheron Books (16 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",4.4,"['64%', '23%', '8%', '3%', '2%']",89.0,38.0,https://www.amazon.it/guardiano-YS-Sara-Simoni/dp/8832198401/ref=sr_1_242?dchild=1&m=A1IZZI10GE0KEI&qid=1633023782&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-242,error,1,2,4.0,error,[' Fantascienza & Fantasy '],error,https://www.anobii.com/search/978-8832198409/books
266,273,273,Fantasy,Il libro bianco perduto. Shadowhunters. The eldest curses,"Cassandra Clare (Autore),",978-8804734116,360,"
Editore
‏
:
‎

Mondadori (24 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['75%', '13%', '7%', '2%', '3%']",217.0,36.0,https://www.amazon.it/bianco-perduto-Shadowhunters-eldest-curses/dp/8804734116/ref=sr_1_122?dchild=1&m=A1IZZI10GE0KEI&qid=1633023771&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-122,357,12,2,3.92,"Editore
A. Mondadori (Chrysalide)",[' Fantascienza & Fantasy '],Riguardo questa edizione,https://www.anobii.com/search/978-8804734116/books
267,274,274,Fantasy,Il libro della vita e della morte. A discovery of witches (Vol. 1),"Deborah Harkness (Autore),",978-8855446839,752,"
Editore
‏
:
‎

Piemme (19 gennaio 2021)
","
Lingua
‏
:
‎

Italiano
",4.6,"['71%', '19%', '6%', '2%', '1%']",548.0,132.0,https://www.amazon.it/libro-della-morte-discovery-witches/dp/8855446835/ref=sr_1_262?dchild=1&m=A1IZZI10GE0KEI&qid=1633023783&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-262,error,639,137,3.73,error,error,error,https://www.anobii.com/search/978-8855446839/books
268,275,275,Fantasy,Il libro delle meraviglie e altre fantasmagorie,"Dunsany (lord) (Autore),",978-8804719380,648,"
Editore
‏
:
‎

Mondadori (30 giugno 2020)
","
Lingua
‏
:
‎

Italiano
",4.5,"['76%', '7%', '9%', '3%', '5%']",54.0,19.0,https://www.amazon.it/libro-delle-meraviglie-altre-fantasmagorie/dp/8804719389/ref=sr_1_317?dchild=1&m=A1IZZI10GE0KEI&qid=1633023787&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-317,error,4,1,3.25,error,[' Fantascienza & Fantasy '],error,https://www.anobii.com/search/978-8804719380/books
269,276,276,Fantasy,Il mare senza stelle,"Erin Morgenstern (Autore),",978-8893256360,600,"
Editore
‏
:
‎

Fazi (16 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",4.0,"['53%', '18%', '12%', '8%', '9%']",247.0,71.0,https://www.amazon.it/mare-senza-stelle-Erin-Morgenstern/dp/8893256363/ref=sr_1_42?dchild=1&m=A1IZZI10GE0KEI&qid=1633023765&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-42,error,130,25,3.28,error,error,error,https://www.anobii.com/search/978-8893256360/books
270,277,277,Fantasy,Il mio splendido migliore amico-Tra le braccia di Morfeo-Il segreto della regina rossa,"A. G. Howard (Autore),",978-8822702678,890,"
Editore
‏
:
‎

Newton Compton Editori (26 aprile 2018)
","
Lingua
‏
:
‎

Italiano
",4.3,"['60%', '20%', '9%', '7%', '3%']",145.0,106.0,https://www.amazon.it/way-smile-Final-Fantasy-VII/dp/8834901789/ref=sr_1_435?dchild=1&m=A1IZZI10GE0KEI&qid=1634713632&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-435,error,1,3,5.0,error, Fiction & Literature ,error,https://www.anobii.com/search/978-8822702678/books
271,278,278,Fantasy,Il mondo del ghiaccio e del fuoco. La storia ufficiale di Westeros e del Trono di spade,"George R. R. Martin (Autore),",978-8804688426,330,"
Editore
‏
:
‎

Mondadori (26 giugno 2018)
","
Lingua
‏
:
‎

Italiano
",4.6,"['79%', '11%', '5%', '2%', '3%']",371.0,223.0,https://www.amazon.it/ghiaccio-fuoco-storia-ufficiale-Westeros/dp/8804688424/ref=sr_1_136?dchild=1&m=A1IZZI10GE0KEI&qid=1633023772&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-136,error,247,42,4.19,error,error,error,https://www.anobii.com/search/978-8804688426/books
272,279,279,Fantasy,Il nome del vento. Le cronache dell'assassino del re,"Patrick Rothfuss (Autore),",978-8804714095,758,"
Editore
‏
:
‎

Mondadori (26 novembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '17%', '8%', '3%', '2%']",290.0,125.0,https://www.amazon.it/Nome-Del-Vento-Cronache-Dellassassino/dp/8804714093/ref=sr_1_178?dchild=1&m=A1IZZI10GE0KEI&qid=1633023776&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-178,error,9,27,4.39,error,error,error,https://www.anobii.com/search/978-8804714095/books
273,280,280,Fantasy,Il principe crudele,"Holly Black (Autore),",978-8804702733,313,"
Editore
‏
:
‎

Mondadori (25 settembre 2018)
","
Lingua
‏
:
‎

Italiano
",4.2,"['55%', '25%', '8%', '5%', '6%']",239.0,74.0,https://www.amazon.it/principe-crudele-Holly-Black/dp/8804702737/ref=sr_1_11?dchild=1&m=A1IZZI10GE0KEI&qid=1633023763&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-11&sres=8804735147%2C8832750902%2C1408855658%2C8804668083%2C8817068691%2C8831982133%2C0340960191%2C8804709464%2C8804728175%2C8845268349%2C8804702737%2C8804728744%2C8845272400%2C8804717998%2C8842932418%2C8804713267,error,61,10,3.82,error,error,error,https://www.anobii.com/search/978-8804702733/books
274,281,281,Fantasy,Il ragazzo invisibile,"Alessandro Fabbri (Autore),",978-8850243891,300,"
Editore
‏
:
‎

TEA (20 ottobre 2016)
","
Lingua
‏
:
‎

Italiano
",4.4,"['65%', '23%', '3%', '2%', '7%']",53.0,25.0,https://www.amazon.it/ragazzo-invisibile-Alessandro-Fabbri/dp/8850243898/ref=sr_1_235?dchild=1&m=A1IZZI10GE0KEI&qid=1633023781&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-235,error,0,0,0.0,error,[' Fantascienza & Fantasy '],error,https://www.anobii.com/search/978-8850243891/books
275,282,282,Fantasy,Il re malvagio,"Holly Black (Autore),",978-8804713265,276,"
Editore
‏
:
‎

Mondadori (24 settembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['66%', '22%', '7%', '3%', '2%']",170.0,32.0,https://www.amazon.it/re-malvagio-Holly-Black/dp/8804713267/ref=sr_1_16?dchild=1&m=A1IZZI10GE0KEI&qid=1633023763&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-16&sres=8804735147%2C8832750902%2C1408855658%2C8804668083%2C8817068691%2C8831982133%2C0340960191%2C8804709464%2C8804728175%2C8845268349%2C8804702737%2C8804728744%2C8845272400%2C8804717998%2C8842932418%2C8804713267,error,35,5,3.84,error, Fantascienza & Fantasy ,error,https://www.anobii.com/search/978-8804713265/books
276,283,283,Fantasy,Il regno corrotto. GrishaVerse,"Leigh Bardugo (Autore),",978-8804719441,476,"
Editore
‏
:
‎

Mondadori (29 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.7,"['77%', '16%', '5%', '1%', '1%']",474.0,69.0,https://www.amazon.it/regno-corrotto-GrishaVerse-Leigh-Bardugo/dp/8804719443/ref=sr_1_25?dchild=1&m=A1IZZI10GE0KEI&qid=1633023764&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-25,error,178,20,4.33,error,error,error,https://www.anobii.com/search/978-8804719441/books
277,284,284,Fantasy,Il ritmo della guerra. Le cronache della Folgoluce (Vol. 4),"Brandon Sanderson (Autore),",978-8804731931,1344,"
Editore
‏
:
‎

Mondadori (17 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['77%', '14%', '5%', '1%', '2%']",224.0,24.0,https://www.amazon.it/ritmo-della-guerra-cronache-Folgoluce/dp/8804731931/ref=sr_1_177?dchild=1&m=A1IZZI10GE0KEI&qid=1633023776&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-177,error,28,5,4.43,error,error,error,https://www.anobii.com/search/978-8804731931/books
278,285,285,Fantasy,Il ritorno del re. Il Signore degli anelli (Vol. 3),"John R. R. Tolkien (Autore),",978-8830102729,700,"
Editore
‏
:
‎

Bompiani (22 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['78%', '15%', '4%', '2%', '2%']",371.0,173.0,https://www.amazon.it/ritorno-del-Signore-degli-anelli/dp/8830102725/ref=sr_1_100?dchild=1&m=A1IZZI10GE0KEI&qid=1633023770&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-100,error,18,1,4.67,error,error,error,https://www.anobii.com/search/978-8830102729/books
279,286,286,Fantasy,Il sangue degli elfi. The witcher (Vol. 3),"Andrzej Sapkowski (Autore),",978-8842932437,393,"
Editore
‏
:
‎

Nord (24 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.6,"['77%', '15%', '5%', '1%', '1%']",889.0,198.0,https://www.amazon.it/sangue-degli-elfi-witcher/dp/8842932434/ref=sr_1_22?dchild=1&m=A1IZZI10GE0KEI&qid=1633023764&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-22,error,66,2,3.89,error,error,error,https://www.anobii.com/search/978-8842932437/books
280,287,287,Fantasy,Il segreto del Bosco Vecchio. Oscar moderni,"Dino Buzzati (Autore),",978-8804667971,196,"
Editore
‏
:
‎

Mondadori; 3° edizione (30 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.3,"['63%', '18%', '11%', '3%', '5%']",251.0,57.0,https://www.amazon.it/segreto-Bosco-Vecchio-Oscar-moderni/dp/8804667974/ref=sr_1_167?dchild=1&m=A1IZZI10GE0KEI&qid=1633023775&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-167,error,1974,254,3.89,error,error,error,https://www.anobii.com/search/978-8804667971/books
281,288,288,Fantasy,Il sognatore,"Laini Taylor (Autore),",978-8893253161,524,"
Editore
‏
:
‎

Fazi (5 luglio 2018)
","
Lingua
‏
:
‎

Italiano
",4.3,"['57%', '26%', '10%', '5%', '2%']",220.0,100.0,https://www.amazon.it/sognatore-Laini-Taylor/dp/889325316X/ref=sr_1_134?dchild=1&m=A1IZZI10GE0KEI&qid=1633023772&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-134,error,175,19,3.92,error,error,error,https://www.anobii.com/search/978-8893253161/books
282,289,289,Fantasy,Il talismano del potere. Cronache del mondo emerso (Vol. 3),Licia Troisi (Autore),978-8804671763,518,"
Editore
‏
:
‎

Mondadori (23 novembre 2016)
","
Lingua
‏
:
‎

Italiano
",4.5,"['70%', '17%', '10%', '1%', '2%']",94.0,29.0,https://www.amazon.it/talismano-potere-Cronache-mondo-emerso/dp/8804671769/ref=sr_1_318?dchild=1&m=A1IZZI10GE0KEI&qid=1633023787&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-318,error,2753,181,3.84,error,error,error,https://www.anobii.com/search/978-8804671763/books
283,290,290,Fantasy,Il trono di ghiaccio,"Sarah J. Maas (Autore),",978-8804672685,464,"
Editore
‏
:
‎

Mondadori (20 luglio 2021)
","
Lingua
‏
:
‎

Italiano
",4.4,"['61%', '24%', '10%', '3%', '3%']",327.0,131.0,https://www.amazon.it/trono-ghiaccio-Sarah-J-Maas/dp/8804672684/ref=sr_1_89?dchild=1&m=A1IZZI10GE0KEI&qid=1633023768&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-89,error,476,100,3.89,error,error,error,https://www.anobii.com/search/978-8804672685/books
284,291,291,Fantasy,Il trono di spade. I fiumi della guerra (Vol. 6),"George R. R. Martin (Autore),",978-8804662082,443,"
Editore
‏
:
‎

Mondadori (22 marzo 2016)
","
Lingua
‏
:
‎

Italiano
",4.5,"['80%', '6%', '4%', '3%', '7%']",87.0,25.0,https://www.amazon.it/trono-spade-George-R-Martin/dp/8804662085/ref=sr_1_197?dchild=1&m=A1IZZI10GE0KEI&qid=1633023777&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-197,443,24,1,4.12,"Editore
Mondadori (Oscar)",[' Fantascienza & Fantasy '],Riguardo questa edizione,https://www.anobii.com/search/978-8804662082/books
285,292,292,Fantasy,Il trono di spade. I fuochi di Valyria (Vol. 11),"George R. R. Martin (Autore),",978-8804662037,436,"
Editore
‏
:
‎

Mondadori (22 marzo 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['78%', '13%', '3%', '2%', '4%']",258.0,159.0,https://www.amazon.it/trono-spade-George-R-Martin/dp/8804662034/ref=sr_1_286?dchild=1&m=A1IZZI10GE0KEI&qid=1633023784&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-286,error,23,1,3.96,error,error,error,https://www.anobii.com/search/978-8804662037/books
286,293,293,Fantasy,Il trono di spade. I guerrieri del ghiaccio (Vol. 10),"George R. R. Martin (Autore),",978-8804662044,444,"
Editore
‏
:
‎

Mondadori (22 marzo 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['80%', '13%', '3%', '1%', '3%']",234.0,132.0,https://www.amazon.it/trono-spade-George-R-Martin/dp/8804662042/ref=sr_1_244?dchild=1&m=A1IZZI10GE0KEI&qid=1633023782&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-244,error,24,1,3.92,error,error,error,https://www.anobii.com/search/978-8804662044/books
287,294,294,Fantasy,Il trono di spade. Il dominio della regina (Vol. 8),"George R. R. Martin (Autore),",978-8804662068,472,"
Editore
‏
:
‎

Mondadori (22 marzo 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['77%', '13%', '5%', '2%', '4%']",195.0,99.0,https://www.amazon.it/trono-spade-George-R-Martin/dp/8804662069/ref=sr_1_227?dchild=1&m=A1IZZI10GE0KEI&qid=1633023781&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-227,error,29,62,3.72,error,[' Fantascienza & Fantasy '],error,https://www.anobii.com/search/978-8804662068/books
