,index,Genere,Genere_Suggerito,Pud_Data,Title,Author,ISBN,Num_Pages_GR,Stars_GR,Distr_Rat_GR,N_Votes_GR,N_Reviews_GR,GR_link,Stars_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,AZ_link
222,222,Romance,"['Young Adult\n4,193 users', 'Romance\n4,033 users', 'Contemporary\n3,041 users', 'Fiction\n923 users', 'Audiobook\n535 users', 'Young Adult > Young Adult Contemporary\n395 users', 'Womens Fiction > Chick Lit\n381 users', 'Realistic Fiction\n342 users', 'Young Adult > Young Adult Romance\n248 users']",Published May 26th 2015 by Simon & Schuster Books for Young Readers,P.S. I Still Love You,Jenny Han,9781442426733,337,4.07,"['38%', '39%', '19%', '4%', '1%']",281932,24745,https://www.goodreads.com/book/show/20698530-p-s-i-still-love-you,4.7,"['83%', '11%', '4%', '1%', '1%']",4773.0,796.0,https://www.amazon.it/s?k=9781442426733&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
223,223,Romance,"['Romance\n3,991 users', 'Contemporary\n1,352 users', 'Romance > Contemporary Romance\n1,178 users', 'Humor\n814 users', 'New Adult\n740 users', 'Adult\n689 users', 'Womens Fiction > Chick Lit\n679 users', 'Adult Fiction > Erotica\n368 users', 'Fiction\n303 users']",Published November 27th 2012 by Omnific Publishing,Wallbanger,Alice Clayton,9781623420024,384,4.03,"['42%', '32%', '18%', '6%', '3%']",191228,14096,https://www.goodreads.com/book/show/15858248-wallbanger,4.4,"['66%', '18%', '8%', '4%', '3%']",4059.0,3429.0,https://www.amazon.it/s?k=9781623420024&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
224,224,Romance,"['Fiction\n5,809 users', 'Romance\n3,911 users', 'Contemporary\n1,758 users', 'Humor\n1,450 users', 'Womens Fiction > Chick Lit\n917 users', 'Adult\n710 users', 'Adult Fiction\n600 users', 'Audiobook\n593 users', 'Book Club\n554 users']",Published October 1st 2013 by Simon & Schuster (first published January 30th 2013),The Rosie Project,Graeme Simsion,9781476729084,295,4.01,"['33%', '43%', '19%', '4%', '2%']",489784,42147,https://www.goodreads.com/book/show/16181775-the-rosie-project,4.5,"['64%', '25%', '8%', '2%', '2%']",18048.0,13378.0,https://www.amazon.it/s?k=9781476729084&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
225,225,Romance,"['Young Adult\n8,283 users', 'Romance\n3,753 users', 'Contemporary\n3,428 users', 'Fiction\n2,349 users', 'Realistic Fiction\n824 users', 'Young Adult > Teen\n529 users', 'Music\n497 users', 'Death\n464 users', 'Audiobook\n394 users']",Published April 2nd 2009 by Viking,If I Stay,Gayle Forman,9780525421030,201,3.93,"['36%', '33%', '22%', '6%', '3%']",767384,39310,https://www.goodreads.com/book/show/4374400-if-i-stay,4.3,"['63%', '20%', '10%', '4%', '3%']",7878.0,5837.0,https://www.amazon.it/s?k=9780525421030&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
226,226,Romance,"['Historical > Historical Fiction\n5,375 users', 'Fiction\n4,911 users', 'Romance\n3,658 users', 'Contemporary\n2,553 users', 'LGBT\n2,539 users', 'Audiobook\n1,488 users', 'Adult\n1,443 users', 'Historical\n1,244 users', 'GLBT > Queer\n765 users']",Published June 13th 2017 by Atria Books,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,9781501139239,389,4.44,"['59%', '30%', '9%', '2%', '1%']",523631,68929,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,4.6,"['73%', '19%', '5%', '1%', '1%']",18980.0,1922.0,https://www.amazon.it/s?k=9781501139239&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
227,227,Romance,"['Romance\n3,653 users', 'Fiction\n1,501 users', 'Womens Fiction > Chick Lit\n680 users', 'Contemporary\n593 users', 'Adult\n315 users', 'Adult Fiction\n196 users', 'Young Adult\n178 users', 'Love\n168 users', 'Romance > Contemporary Romance\n167 users']",Published October 30th 2006 by Warner Books (NY) (first published 2006),Dear John,Nicholas Sparks,9780446528054,276,4.03,"['41%', '32%', '20%', '5%', '2%']",565813,11778,https://www.goodreads.com/book/show/5526.Dear_John,4.6,"['77%', '13%', '6%', '2%', '2%']",1743.0,814.0,https://www.amazon.it/s?k=9780446528054&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
228,228,Romance,"['Romance\n3,613 users', 'New Adult\n2,821 users', 'Contemporary\n1,447 users', 'Young Adult\n1,332 users', 'Romance > Contemporary Romance\n686 users', 'Academic > College\n586 users', 'Fiction\n341 users', 'Womens Fiction > Chick Lit\n337 users', 'Realistic Fiction\n218 users']",Published November 6th 2012 by Penguin Berkley (first published May 25th 2012),Easy,Tammara Webber,9780425266748,336,4.08,"['43%', '33%', '17%', '5%', '3%']",226321,11854,https://www.goodreads.com/book/show/16056408-easy,4.6,"['70%', '21%', '6%', '2%', '1%']",2016.0,1726.0,https://www.amazon.it/s?k=9780425266748&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
229,229,Romance,"['Romance\n3,601 users', 'Romance > Historical Romance\n3,006 users', 'Historical\n1,329 users', 'Historical > Historical Fiction\n907 users', 'Fiction\n495 users', 'Historical > Regency\n418 users', 'Adult\n293 users', 'Historical Romance > Regency Romance\n231 users', 'Audiobook\n219 users']",Published July 2nd 2002 by Avon (first published July 1st 2002),Romancing Mister Bridgerton,Julia Quinn,9780380820849,370,4.04,"['36%', '38%', '22%', '4%', '1%']",113428,7930,https://www.goodreads.com/book/show/110384.Romancing_Mister_Bridgerton,4.5,"['68%', '22%', '9%', '1%', '1%']",16781.0,741.0,https://www.amazon.it/s?k=9780380820849&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
230,230,Romance,"['Romance\n3,580 users', 'Contemporary\n1,035 users', 'Fiction\n542 users', 'Adult\n491 users', 'Romance > Contemporary Romance\n417 users', 'Audiobook\n342 users', 'LGBT\n302 users', 'Womens Fiction > Chick Lit\n182 users', 'Health > Mental Health\n151 users']",Published June 23rd 2020 by Avon,"Take a Hint, Dani Brown",Talia Hibbert,9780062941251,400,4.1,"['35%', '44%', '18%', '3%', '1%']",46710,8378,https://www.goodreads.com/book/show/49976087-take-a-hint-dani-brown,4.5,"['64%', '24%', '9%', '2%', '1%']",1908.0,156.0,https://www.amazon.it/s?k=9780062941251&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
231,231,Romance,"['Historical > Historical Fiction\n6,255 users', 'Romance\n3,578 users', 'Fantasy\n2,876 users', 'Fiction\n2,400 users', 'Science Fiction > Time Travel\n1,863 users', 'Historical\n1,676 users', 'Romance > Historical Romance\n1,020 users', 'Audiobook\n514 users', 'Adult\n476 users']",Published August 7th 2001 by Bantam (first published July 1st 1992),Dragonfly in Amber,Diana Gabaldon,9780385335973,947,4.32,"['51%', '33%', '12%', '2%', '1%']",311227,15781,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,4.7,"['83%', '12%', '4%', '1%', '1%']",15190.0,8686.0,https://www.amazon.it/s?k=9780385335973&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
232,232,Romance,"['Young Adult\n4,373 users', 'Romance\n3,513 users', 'Contemporary\n2,807 users', 'Fiction\n1,541 users', 'Audiobook\n548 users', 'Realistic Fiction\n523 users', 'Young Adult > Young Adult Contemporary\n338 users', 'Young Adult > Teen\n233 users', 'Young Adult > Young Adult Romance\n195 users']",Published November 1st 2016 by Delacorte Press,The Sun Is Also a Star,Nicola Yoon,9780553496680,384,4.03,"['38%', '37%', '19%', '5%', '2%']",235553,26492,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star,4.6,"['76%', '15%', '6%', '2%', '2%']",4521.0,863.0,https://www.amazon.it/s?k=9780553496680&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
233,233,Romance,"['Romance\n3,507 users', 'Young Adult\n3,048 users', 'Contemporary\n1,355 users', 'Romance > Contemporary Romance\n375 users', 'Young Adult > High School\n374 users', 'Fiction\n362 users', 'New Adult\n341 users', 'Realistic Fiction\n310 users', 'Womens Fiction > Chick Lit\n278 users']",Published December 23rd 2008 by Walker Childrens,Perfect Chemistry,Simone Elkeles,9780802798237,368,4.05,"['45%', '28%', '18%', '6%', '3%']",253003,11022,https://www.goodreads.com/book/show/4268157-perfect-chemistry,4.5,"['71%', '16%', '7%', '3%', '3%']",1012.0,481.0,https://www.amazon.it/s?k=9780802798237&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
234,234,Romance,"['Romance\n3,467 users', 'Contemporary\n1,233 users', 'Romance > Contemporary Romance\n589 users', 'Adult\n515 users', 'Fiction\n437 users', 'Womens Fiction > Chick Lit\n407 users', 'Audiobook\n280 users', 'New Adult\n235 users', 'Humor\n152 users']",Published September 4th 2018 by Gallery Books,Josh and Hazel's Guide to Not Dating,Christina Lauren,9781501165856,309,4.04,"['34%', '42%', '19%', '4%', '1%']",73795,10383,https://www.goodreads.com/book/show/40189670-josh-and-hazel-s-guide-to-not-dating,4.5,"['65%', '23%', '9%', '2%', '1%']",1399.0,269.0,https://www.amazon.it/s?k=9781501165856&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
235,235,Romance,"['Romance\n3,411 users', 'Fiction\n1,296 users', 'Young Adult\n756 users', 'Contemporary\n742 users', 'Womens Fiction > Chick Lit\n612 users', 'Adult\n254 users', 'Realistic Fiction\n185 users', 'Adult Fiction\n173 users', 'Drama\n165 users']",Published September 8th 2009 by Grand Central Publishing (first published September 8th 2008),The Last Song,Nicholas Sparks,9780446547567,390,4.15,"['45%', '32%', '17%', '4%', '2%']",526051,12273,https://www.goodreads.com/book/show/6400090-the-last-song,4.7,"['79%', '13%', '5%', '2%', '1%']",2217.0,1097.0,https://www.amazon.it/s?k=9780446547567&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
236,236,Romance,"['Classics\n14,190 users', 'Historical > Historical Fiction\n6,542 users', 'Fiction\n5,762 users', 'Romance\n3,317 users', 'Historical\n1,542 users', 'War\n630 users', 'Literature\n610 users', 'Military History > Civil War\n545 users', 'Romance > Historical Romance\n502 users']",Published April 1st 1999 by Warner Books (first published June 30th 1936),Gone with the Wind,Margaret Mitchell,9780446675536,1037,4.3,"['56%', '26%', '12%', '4%', '2%']",1129331,21035,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,4.7,"['85%', '9%', '3%', '1%', '2%']",7289.0,2410.0,https://www.amazon.it/s?k=9780446675536&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
237,237,Romance,"['Romance > Historical Romance\n3,604 users', 'Romance\n3,139 users', 'Historical\n1,557 users', 'Historical > Historical Fiction\n602 users', 'Historical > Regency\n308 users', 'Adult\n243 users', 'Fiction\n230 users', 'Historical Romance > Regency Romance\n159 users', 'Historical > Victorian\n92 users']",Published February 28th 2006 by Avon,Devil in Winter,Lisa Kleypas,9780060562519,368,4.24,"['47%', '34%', '15%', '3%', '1%']",67875,4431,https://www.goodreads.com/book/show/114166.Devil_in_Winter,4.6,"['70%', '20%', '7%', '2%', '1%']",1921.0,525.0,https://www.amazon.it/s?k=9780060562519&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
238,238,Romance,"['Fiction\n10,255 users', 'Historical > Historical Fiction\n6,162 users', 'Romance\n3,135 users', 'Historical\n1,268 users', 'Adult\n975 users', 'Adult Fiction\n806 users', 'Contemporary\n745 users', 'Book Club\n637 users', 'Novels\n538 users']",Published May 1st 2007 by Algonquin Books (first published May 2006),Water for Elephants,Sara Gruen,9781565125605,335,4.09,"['40%', '37%', '17%', '4%', '2%']",1461869,59770,https://www.goodreads.com/book/show/43641.Water_for_Elephants,4.5,"['71%', '19%', '6%', '3%', '2%']",4841.0,3786.0,https://www.amazon.it/s?k=9781565125605&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
239,239,Romance,"['Romance\n3,092 users', 'LGBT\n1,326 users', 'Contemporary\n1,124 users', 'Fiction\n541 users', 'GLBT > Queer\n428 users', 'Romance > M M Romance\n418 users', 'Adult\n390 users', 'Audiobook\n320 users', 'Romance > Contemporary Romance\n305 users']",Published July 7th 2020 by Sourcebooks Casablanca,Boyfriend Material,Alexis Hall,9781728206141,427,4.12,"['39%', '40%', '16%', '3%', '1%']",44593,8792,https://www.goodreads.com/book/show/50225678-boyfriend-material,4.6,"['67%', '24%', '7%', '2%', '1%']",3019.0,342.0,https://www.amazon.it/s?k=9781728206141&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
240,240,Romance,"['Romance\n2,994 users', 'Historical > Historical Fiction\n1,501 users', 'Romance > Historical Romance\n1,084 users', 'Historical\n824 users', 'Fiction\n493 users', 'Adult\n331 users', 'Womens Fiction > Chick Lit\n159 users', 'Feminism\n117 users', 'Audiobook\n113 users']",Published September 3rd 2019 by Berkley,Bringing Down the Duke,Evie Dunmore,9781984805683,368,3.98,"['30%', '45%', '20%', '4%', '1%']",44117,6328,https://www.goodreads.com/book/show/43521785-bringing-down-the-duke,4.4,"['59%', '27%', '10%', '2%', '1%']",1867.0,261.0,https://www.amazon.it/s?k=9781984805683&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
241,241,Romance,"['Fiction\n4,860 users', 'Romance\n2,986 users', 'Contemporary\n2,291 users', 'Womens Fiction > Chick Lit\n1,186 users', 'Audiobook\n930 users', 'Adult\n799 users', 'Humor\n544 users', 'Adult Fiction\n473 users', 'Cultural > Asia\n409 users']",Published June 11th 2013 by Doubleday,Crazy Rich Asians,Kevin Kwan,9780385536974,403,3.87,"['27%', '41%', '24%', '6%', '2%']",389053,32644,https://www.goodreads.com/book/show/16085481-crazy-rich-asians,4.4,"['64%', '20%', '10%', '3%', '3%']",7955.0,3532.0,https://www.amazon.it/s?k=9780385536974&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
242,242,Romance,"['Romance\n2,973 users', 'Contemporary\n857 users', 'Romance > Contemporary Romance\n722 users', 'Adult Fiction > Erotica\n702 users', 'Adult\n540 users', 'New Adult\n497 users', 'Romance > Erotic Romance\n237 users', 'Fiction\n214 users', 'Womens Fiction > Chick Lit\n212 users']",Published February 12th 2013 by Gallery Books,Beautiful Bastard,Christina Lauren,9781476730103,272,4.0,"['41%', '31%', '19%', '6%', '3%']",169197,9759,https://www.goodreads.com/book/show/16102004-beautiful-bastard,4.4,"['66%', '19%', '8%', '3%', '3%']",3227.0,1892.0,https://www.amazon.it/s?k=9781476730103&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
243,243,Romance,"['Romance\n2,949 users', 'Romance > Historical Romance\n2,413 users', 'Historical\n1,021 users', 'Historical > Historical Fiction\n702 users', 'Fiction\n399 users', 'Historical > Regency\n323 users', 'Adult\n239 users', 'Historical Romance > Regency Romance\n184 users', 'Audiobook\n166 users']",Published August 25th 2009 by Avon (first published July 1st 2003),"To Sir Phillip, With Love",Julia Quinn,9780380820856,372,3.83,"['27%', '38%', '28%', '6%', '1%']",84786,5546,https://www.goodreads.com/book/show/110386.To_Sir_Phillip_With_Love,4.6,"['68%', '22%', '8%', '1%', '1%']",12518.0,491.0,https://www.amazon.it/s?k=9780380820856&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
244,244,Romance,"['Romance\n2,927 users', 'Fiction\n1,071 users', 'Womens Fiction > Chick Lit\n496 users', 'Contemporary\n435 users', 'Adult\n268 users', 'Romance > Contemporary Romance\n189 users', 'Adult Fiction\n166 users', 'Love\n120 users', 'Drama\n111 users']",Published August 11th 2009 by Grand Central Publishing (first published 2007),The Lucky One,Nicholas Sparks,9780446579933,326,4.12,"['43%', '33%', '19%', '4%', '1%']",338466,10363,https://www.goodreads.com/book/show/3063499-the-lucky-one,4.6,"['77%', '15%', '5%', '1%', '1%']",2791.0,1561.0,https://www.amazon.it/s?k=9780446579933&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
245,245,Romance,"['Young Adult\n3,049 users', 'Romance\n2,912 users', 'Contemporary\n2,223 users', 'Fiction\n688 users', 'Audiobook\n364 users', 'Young Adult > Young Adult Contemporary\n297 users', 'Womens Fiction > Chick Lit\n243 users', 'Realistic Fiction\n225 users', 'Young Adult > Young Adult Romance\n193 users']",Published May 2nd 2017 by Simon Schuster Books for Young Readers,"Always and Forever, Lara Jean",Jenny Han,9781481430487,325,4.07,"['38%', '37%', '19%', '4%', '1%']",186048,19215,https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean,4.7,"['83%', '11%', '4%', '1%', '1%']",5155.0,689.0,https://www.amazon.it/s?k=9781481430487&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
246,246,Romance,"['Fiction\n4,737 users', 'Womens Fiction > Chick Lit\n4,256 users', 'Romance\n2,900 users', 'Humor\n1,476 users', 'Contemporary\n1,180 users', 'Adult\n454 users', 'Humor > Comedy\n442 users', 'Adult Fiction\n358 users', 'European Literature > British Literature\n309 users']",Published June 1st 1999 by Penguin Books (first published 1996),Bridget Jones's Diary,Helen Fielding,9780140280098,288,3.79,"['30%', '33%', '25%', '7%', '4%']",912352,10478,https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,4.5,"['67%', '19%', '9%', '3%', '2%']",1384.0,460.0,https://www.amazon.it/s?k=9780140280098&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
247,247,Romance,"['Historical > Historical Fiction\n5,218 users', 'Romance\n2,871 users', 'Fantasy\n2,233 users', 'Fiction\n1,986 users', 'Science Fiction > Time Travel\n1,565 users', 'Historical\n1,380 users', 'Romance > Historical Romance\n910 users', 'Audiobook\n387 users', 'Adult\n374 users']",Published August 7th 2001 by Delta (first published December 1st 1993),Voyager,Diana Gabaldon,9780385335997,870,4.36,"['54%', '32%', '11%', '2%', '1%']",277688,11530,https://www.goodreads.com/book/show/10987.Voyager,4.8,"['85%', '10%', '3%', '1%', '1%']",13215.0,8069.0,https://www.amazon.it/s?k=9780385335997&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
248,248,Romance,"['Romance > Historical Romance\n3,094 users', 'Romance\n2,857 users', 'Historical\n1,283 users', 'Historical > Historical Fiction\n626 users', 'Adult\n244 users', 'Fiction\n235 users', 'Historical > Regency\n225 users', 'Historical Romance > Regency Romance\n126 users', 'Womens Fiction > Chick Lit\n86 users']",Published November 28th 2006 by Avon (first published October 26th 2004),Secrets of a Summer Night,Lisa Kleypas,9780061259340,384,4.04,"['36%', '39%', '20%', '4%', '1%']",60481,3556,https://www.goodreads.com/book/show/114162.Secrets_of_a_Summer_Night,4.5,"['65%', '24%', '8%', '2%', '1%']",1335.0,372.0,https://www.amazon.it/s?k=9780061259340&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
249,249,Romance,"['Romance\n2,813 users', 'New Adult\n1,692 users', 'Contemporary\n1,227 users', 'Fiction\n415 users', 'Romance > Contemporary Romance\n368 users', 'Young Adult\n297 users', 'Adult\n187 users', 'Womens Fiction > Chick Lit\n180 users', 'Audiobook\n160 users']",Published March 28th 2017 by Atria Books (first published March 10th 2015),Confess,Colleen Hoover,9781501176838,320,4.21,"['47%', '33%', '15%', '4%', '1%']",146915,16192,https://www.goodreads.com/book/show/34324605-confess,4.7,"['78%', '14%', '6%', '1%', '1%']",3736.0,1756.0,https://www.amazon.it/s?k=9781501176838&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
250,250,Romance,"['Young Adult\n5,355 users', 'Contemporary\n3,057 users', 'Romance\n2,796 users', 'Fiction\n1,764 users', 'Health > Mental Health\n1,210 users', 'Mental Health > Mental Illness\n681 users', 'Realistic Fiction\n645 users', 'Audiobook\n372 users', 'Young Adult > Young Adult Contemporary\n347 users']",Published January 6th 2015 by Knopf,All the Bright Places,Jennifer Niven,9780385755887,378,4.14,"['46%', '31%', '15%', '5%', '2%']",385546,37739,https://www.goodreads.com/book/show/18460392-all-the-bright-places,4.7,"['81%', '12%', '5%', '1%', '1%']",7548.0,1672.0,https://www.amazon.it/s?k=9780385755887&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
